,address,city_area,city_district,geo_lat,geo_lon,street_with_type,location
8665,"город Москва, бульвар Яна Райниса, дом 8",,Южное Тушино,,,б-р Яна Райниса,Южное Тушино
8666,"город Москва, бульвар Яна Райниса, дом 25",Северо-западный,Южное Тушино,55.8486362,37.4259093,б-р Яна Райниса,
8667,"город Москва, улица Расплетина, дом 2",,Щукино,,,ул Расплетина,Щукино
8668,"город Москва, Рижский проезд, дом 7",Северо-восточный,Алексеевский,55.8141248,37.6606914,Рижский проезд,
8669,"город Москва, бульвар Маршала Рокоссовского, дом 8, корпус 2",Восточный,Богородское,55.8116771,37.7266895,б-р Маршала Рокоссовского,
8670,"город Москва, бульвар Маршала Рокоссовского, дом 39/22",Восточный,Богородское,55.8173902,37.7109637,б-р Маршала Рокоссовского,
8671,"город Москва, Россошанская улица, дом 2, корпус 1",Южный,Чертаново Южное,55.593954,37.6078477,ул Россошанская,
8672,"город Москва, Рязанский проспект, дом 79",,Рязанский,,,Рязанский пр-кт,Рязанский
8673,"город Москва, улица Солянка, дом 1/2, строение 2",Центральный,Басманный,55.7540424,37.6393192,ул Солянка,
8674,"город Москва, Столешников переулок, дом 7, строение 2",Центральный,Тверской,55.763291,37.6140615,Столешников пер,
8675,"город Москва, Большая Семёновская улица, дом 27, корпус 2",Восточный,Соколиная Гора,55.7826628,37.7081808,ул Семёновская Б.,
8676,"город Москва, Смоленская улица, дом 3",,Арбат,,,ул Смоленская,Арбат
8677,"город Москва, Совхозная улица, дом 16",,Огуднево,,,ул Совхозная,Огуднево
8678,"город Москва, Солнцевский проспект, дом 9",,Солнцево,,,Солнцевский пр-кт,Солнцево
8679,"город Москва, улица Сущёвский Вал, дом 63",Северо-восточный,Марьина роща,55.79341,37.6204064,ул Сущёвский Вал,
8680,"город Москва, 4-я Тверская-Ямская улица, дом 6/12",Центральный,Тверской,55.7724277,37.5975224,ул Тверская-Ямская 4-Я,
8681,"город Москва, Тихвинская улица, дом 20",Северо-восточный,Марьина роща,55.7906293,37.6007503,ул Тихвинская,
8682,"город Москва, улица Трофимова, дом 36, корпус 1",Юго-восточный,Южнопортовый,55.7037389,37.686338,ул Трофимова,
8683,"город Москва, Туристская улица, дом 11",,Южное Тушино,,,ул Туристская,Южное Тушино
8684,"город Москва, Университетский проспект, дом 21, корпус 1",Западный,Раменки,55.7140864,37.5211484,Университетский пр-кт,
8685,"город Москва, 2-я Филёвская улица, дом 13",Западный,Филевский парк,55.7393304,37.4901555,ул Филевская 2-я,
8686,"город Москва, улица Маросейка, дом 10/1, строение 1",Центральный,Басманный,55.7574628,37.6374834,ул Маросейка,
8687,"город Москва, Челябинская улица, дом 21",,Ивановское,,,ул Челябинская,Ивановское
8688,"город Москва, Осенний бульвар, дом 16, корпус 1",Западный,Крылатское,55.7605335,37.4085184,Осенний б-р,
8689,"город Москва, улица Фабрициуса, дом 30",Северо-западный,Южное Тушино,55.8436865,37.4381821,ул Фабрициуса,
8690,"город Москва, улица Земляной Вал, дом 2",,Басманный,,,ул Земляной Вал,Басманный
8691,"город Москва, Шенкурский проезд, дом 14",Северо-восточный,Бибирево,55.8974587,37.5917801,Шенкурский проезд,
8692,"город Москва, Шипиловский проезд, дом 59, корпус 2",Южный,Орехово-Борисово Южное,55.6059156,37.7065822,Шипиловский проезд,
8693,"город Москва, улица Шухова, дом 19",,Донской,,,ул Шухова,Донской
8694,"город Москва, Южнопортовая улица, дом 16",,Южнопортовый,,,ул Южнопортовая,Южнопортовый
8695,"город Москва, Ярославское шоссе, дом 59",,Ярославский,,,Ярославское шоссе,Ярославский
8696,"город Москва, Ярославское шоссе, дом 144",,Ярославский,,,Ярославское шоссе,Ярославский
8697,"город Москва, Амурская улица, дом 19",,Тында,,,ул Амурская,Тында
8698,"город Москва, Привольная улица, дом 13, корпус 1",Юго-восточный,Выхино-Жулебино,55.7001885,37.8386229,ул Привольная,
8699,"город Москва, улица Сергея Эйзенштейна, дом 6",,Ростокино,,,ул Сергея Эйзенштейна,Ростокино
8700,"город Москва, Дубравная улица, дом 40",,Митино,,,ул Дубравная,Митино
8701,"город Москва, Таллинская улица, дом 26",,Строгино,,,ул Таллинская,Строгино
8702,"город Москва, Люблинская улица, дом 175",,Марьино,,,ул Люблинская,Марьино
8703,"город Москва, Лермонтовский проспект, дом 10, корпус 1",Юго-восточный,Выхино-Жулебино,55.7005789,37.8517744,Лермонтовский пр-кт,
8704,"город Москва, Люблинская улица, дом 51",,Текстильщики,,,ул Люблинская,Текстильщики
8705,"город Москва, Жулебинский бульвар, дом 36, корпус 1",Юго-восточный,Выхино-Жулебино,55.6848091,37.8477125,Жулебинский б-р,
8706,"город Москва, Белореченская улица, дом 43",,Марьино,,,ул Белореченская,Марьино
8707,"город Москва, улица Верхние Поля, дом 34, корпус 2",Юго-восточный,Марьино,55.667476,37.7623129,ул Верхние Поля,
8708,"город Москва, Ташкентская улица, дом 34, корпус 5",Юго-восточный,Выхино-Жулебино,55.6976171,37.7969385,ул Ташкентская,
8709,"город Москва, Азовская улица, дом 21",Юго-западный,Зюзино,55.6537115,37.5990564,ул Азовская,
8710,"город Москва, улица Гарибальди, дом 36",,Черёмушки,,,ул Гарибальди,Черёмушки
8711,"город Москва, улица Барышиха, дом 22, корпус 1",Северо-западный,Митино,55.844716,37.3505767,ул Барышиха,
8712,"город Москва, проспект Маршала Жукова, дом 58, корпус 1",Северо-западный,Хорошево-Мневники,55.7782403,37.4629908,пр-кт Маршала Жукова,
8713,"город Москва, Воротынская улица, дом 7",,Куркино,,,ул Воротынская,Куркино
8714,"город Москва, площадь Тверская Застава, дом 3",,Тверской,,,пл Тверская Застава,Тверской
8715,"город Москва, улица Пречистенка, дом 40/2, строение 1",Центральный,Хамовники,55.7390391,37.5867524,ул Пречистенка,
8716,"город Москва, Вересковая улица, дом 1, корпус 1",Северо-восточный,Свиблово,55.8587906,37.6386561,ул Вересковая,
8717,"город Москва, Высоковольтный проезд, дом 1, корпус 1",Северо-восточный,Отрадное,55.8740794,37.588997,Высоковольтный проезд,
8718,"город Москва, Авиационная улица, дом 66",,Щукино,,,ул Авиационная,Щукино
8719,"город Москва, Покровская улица, дом 23",Юго-восточный,Некрасовка,55.7022543,37.9280997,ул Покровская,
8720,"город Москва, проспект Защитников Москвы, дом 8",Юго-восточный,Некрасовка,55.699828,37.9209009,пр-кт Защитников Москвы,
8721,"город Москва, Рождественская улица, дом 29",Юго-восточный,Некрасовка,55.707564,37.9286005,ул Рождественская,
8722,"город Москва, улица Льва Яшина, дом 5, корпус 1",Юго-восточный,Некрасовка,55.6981854,37.9230509,ул Льва Яшина,
8723,"город Москва, улица Липчанского, дом 2",,Некрасовка,,,ул Липчанского,Некрасовка
8724,"город Москва, Покровская улица, дом 21",Юго-восточный,Некрасовка,55.7013231,37.9300057,ул Покровская,
8725,"город Москва, Рождественская улица, дом 31",Юго-восточный,Некрасовка,55.7058654,37.9318216,ул Рождественская,
8726,"город Москва, Покровская улица, дом 16",,Некрасовка,,,ул Покровская,Некрасовка
8727,"город Москва, Рождественская улица, дом 33",,Некрасовка,,,ул Рождественская,Некрасовка
8728,"город Москва, улица Островитянова, дом 13",Юго-западный,Коньково,55.6408706,37.5027767,ул Островитянова,
8729,"город Москва, Ленинский проспект, дом 119",,Обручевский,,,Ленинский пр-кт,
8730,"город Москва, 6-я Радиальная улица, дом 5, корпус 4",Южный,Бирюлево Восточное,55.6034327,37.6628231,ул Радиальная 6-я,
8731,"город Москва, Электролитный проезд, дом 16, корпус 7",Южный,Нагорный,55.6696492,37.6115435,Электролитный проезд,
8732,"город Москва, Шмитовский проезд, дом 16, строение 1",Центральный,Пресненский,55.7583767,37.549197,Шмитовский проезд,
8733,"город Москва, Композиторская улица, дом 17",,Арбат,,,ул Композиторская,Арбат
8734,"город Москва, Весковский переулок, дом 3",,Тверской,,,Весковский пер,Тверской
8735,"город Москва, Большой Тишинский переулок, дом 10, строение 1",Центральный,Пресненский,55.7690772,37.5771222,пер Тишинский Б.,
8736,"город Москва, Малая Пироговская улица, дом 8",,Хамовники,,,ул Пироговская М.,Хамовники
8737,"город Москва, поселение Внуковское, улица Лётчика Ульянина, дом 6",Новомосковский,Новомосковский,55.625308,37.309441,ул Лётчика Ульянина,
8738,"город Москва, город Московский, Радужная улица, дом 2",,,,,ул Радужная,
8739,"город Москва, поселение Краснопахорское, село Красная Пахра, дом 5",,расная Пахра,,,,расная Пахра
8740,"город Москва, Артековская улица, дом 1",,Нагорный,,,ул Артековская,Нагорный
8741,"город Москва, поселение Сосенское, посёлок Коммунарка, Лазурная улица, дом 6",Новомосковский,Новомосковский,55.5691695,37.4721689,ул Лазурная,
8742,"город Москва, поселение Сосенское, посёлок Коммунарка, дом 9",,толбово,,,,толбово
8743,"город Москва, поселение Сосенское, посёлок Коммунарка, дом 30",,толбово,,,,толбово
8744,"город Москва, проспект Маршала Жукова, дом 49",,Хорошёво-Мнёвники,,,пр-кт Маршала Жукова,Хорошёво-Мнёвники
8745,"город Москва, Авиационная улица, дом 77, корпус 2",Северо-западный,Щукино,55.8090919,37.4515128,ул Авиационная,
8746,"город Москва, улица Вавилова, дом 5, корпус 3",Южный,Донской,55.7034719,37.5912466,ул Вавилова,
8747,"город Москва, Донская улица, дом 1",,Донской,,,ул Донская,Донской
8748,"город Москва, улица Винокурова, дом 22",,Котловка,,,ул Винокурова,Котловка
8749,"город Москва, Тушинская улица, дом 8",,Покровское-Стрешнево,,,ул Тушинская,Покровское-Стрешнево
8750,"город Москва, Широкая улица, дом 31",,Северное Медведково,,,ул Широкая,Северное Медведково
8751,"город Москва, Октябрьская улица, дом 70",,Тында,,,ул Октябрьская,Тында
8752,"город Москва, Алтайская улица, дом 19, строение 1А",Восточный,Гольяново,55.8220082,37.8228445,ул Алтайская,
8753,"город Москва, улица Мнёвники, дом 1, строение 6",Северо-западный,Хорошево-Мневники,55.7735748,37.5015003,ул Мнёвники,
8754,"город Москва, улица Маршала Катукова, дом 20",,Строгино,,,ул Маршала Катукова,Строгино
8755,"город Москва, улица Маршала Катукова, дом 6",,Строгино,,,ул Маршала Катукова,Строгино
8756,"город Москва, Никитский бульвар, дом 11/12, строение 1",Центральный,Пресненский,55.7551389,37.5995317,Никитский б-р,
8757,"город Москва, улица Покровка, дом 9, строение 1",Центральный,Басманный,55.759086,37.6429081,ул Покровка,
8758,"город Москва, Бакунинская улица, дом 70, строение 1",Центральный,Басманный,55.7782444,37.6907786,ул Бакунинская,
8759,"город Москва, проспект Маршала Жукова, дом 2",,Хорошёво-Мнёвники,,,пр-кт Маршала Жукова,Хорошёво-Мнёвники
8760,"город Москва, Мясницкий проезд, дом 4, строение 1",Центральный,Басманный,55.7683487,37.6470869,Мясницкий проезд,
8761,"город Москва, Мясницкая улица, дом 10, строение 1",Центральный,Басманный,55.7600977,37.631819,ул Мясницкая,
8762,"город Москва, Мясницкий проезд, дом 2/1",,Красносельский,,,Мясницкий проезд,Красносельский
8763,"город Москва, Большой Харитоньевский переулок, дом 21, строение 3",Центральный,Басманный,55.7664894,37.6504365,пер Харитоньевский Б.,
8764,"город Москва, Чистопрудный бульвар, дом 12А, строение 1",Центральный,Басманный,55.7604138,37.6437765,Чистопрудный б-р,
8765,"город Москва, город Зеленоград, корпус 1410",Зеленоградский,Крюково,55.9863902,37.146642,,
8766,"город Москва, Профсоюзная улица, дом 109",,Коньково,,,ул Профсоюзная,
8767,"город Москва, Алтуфьевское шоссе, дом 23, строение 1",Северо-восточный,Отрадное,55.8570436,37.5762446,Алтуфьевское шоссе,
8768,"город Москва, 3-я Северная линия, дом 3",,Северный,,,линия Северная 3-я,Северный
8769,"город Москва, 9-я Северная линия, дом 3А",,Северный,,,линия Северная 9-я,Северный
8770,"город Москва, бульвар Маршала Рокоссовского, дом 6",,Богородское,,,б-р Маршала Рокоссовского,Богородское
8771,"город Москва, Дубнинская улица, дом 32",,Восточное Дегунино,,,ул Дубнинская,Восточное Дегунино
8772,"город Москва, Яхромская улица, дом 3",,Дмитровский,,,ул Яхромская,Дмитровский
8773,"город Москва, Цветной бульвар, дом 21, строение 7",Центральный,Тверской,55.7722275,37.6194797,Цветной б-р,
8774,"город Москва, Каланчёвская улица, дом 21/40",Центральный,Красносельский,55.7740864,37.6515592,ул Каланчевская,
8775,"город Москва, улица Палиха, дом 14/33, строение 2",Центральный,Тверской,55.7846261,37.6004405,ул Палиха,
8776,"город Москва, Миусская площадь, дом 9, строение 8",Центральный,Тверской,55.7790655,37.5965741,Миусская пл,
8777,"город Москва, Алтуфьевское шоссе, дом 28",,Отрадное,,,Алтуфьевское шоссе,Отрадное
8778,"город Москва, проспект Вернадского, дом 41, строение 3",Западный,Проспект Вернадского,55.6744451,37.504584,пр-кт Вернадского,
8779,"город Москва, проспект Вернадского, дом 123, строение 2",Западный,Тропарево-Никулино,55.655925,37.4814663,пр-кт Вернадского,
8780,"город Москва, 1-й Спасоналивковский переулок, дом 8, строение 2",Центральный,Якиманка,55.7332139,37.6167033,пер Спасоналивковский 1-й,
8781,"город Москва, улица Вавилова, дом 64/1, строение 1",Юго-западный,Гагаринский,55.6838372,37.5506413,ул Вавилова,
8782,"город Москва, Новочерёмушкинская улица, дом 58",,Черёмушки,,,ул Новочерёмушкинская,Черёмушки
8783,"город Москва, Строительный проезд, дом 2, строение 2",Северо-западный,Южное Тушино,55.8384328,37.4363785,Строительный проезд,
8784,"город Москва, улица Свободы, дом 71А, корпус 2",Северо-западный,Северное Тушино,55.860842,37.448089,ул Свободы,
8785,"город Москва, Светлогорский проезд, дом 13, строение 1",Северо-западный,Южное Тушино,55.8510218,37.3986835,Светлогорский проезд,
8786,"город Москва, Строительный проезд, дом 7А, корпус 28",Северо-западный,Южное Тушино,55.8350986,37.4263446,Строительный проезд,
8787,"город Москва, улица Вилиса Лациса, дом 6, корпус 1",Северо-западный,Северное Тушино,55.8654282,37.4286787,ул Вилиса Лациса,
8788,"город Москва, Походный проезд, дом 24",,Южное Тушино,,,Походный пр-д,Южное Тушино
8789,"город Москва, улица Зацепа, дом 26, строение 1",Центральный,Замоскворечье,55.7298883,37.6321452,ул Зацепа,
8790,"город Москва, 4-й Вятский переулок, дом 10",,Савёловский,,,пер Вятский 4-й,Савёловский
8791,"город Москва, Софийская набережная, дом 30, строение 1",Центральный,Якиманка,55.7479012,37.6212921,Софийская наб,
8792,"город Москва, улица Паршина, дом 4",,Хорошёво-Мнёвники,,,ул Паршина,Хорошёво-Мнёвники
8793,"город Москва, улица Кулакова, дом 10, корпус 1",Северо-западный,Строгино,55.8117415,37.3973476,ул Кулакова,
8794,"город Москва, проезд Завода Серп и Молот, дом 5, строение 1",Юго-восточный,Лефортово,55.7510054,37.7081109,проезд Завода Серп и Молот,
8795,"город Москва, Магнитогорская улица, дом 2",,Ивановское,,,ул Магнитогорская,Ивановское
8796,"город Москва, улица Константина Федина, дом 11",,Северное Измайлово,,,ул Константина Федина,Северное Измайлово
8797,"город Москва, Столярный переулок, дом 7, строение 1",Центральный,Пресненский,55.7635142,37.5659095,Столярный пер,
8798,"город Москва, Рябиновая улица, дом 38",,Очаково-Матвеевское,,,ул Рябиновая,Очаково-Матвеевское
8799,"город Москва, город Зеленоград, корпус 617А",,,,,,
8800,"город Москва, улица 26-ти Бакинских Комиссаров, дом 12, корпус 2",Западный,Тропарево-Никулино,55.6603377,37.4885548,ул 26-ти Бакинских Комиссаров,
8801,"город Москва, Винницкая улица, дом 1",,Раменки,,,ул Винницкая,Раменки
8802,"город Москва, Малый Палашёвский переулок, дом 6",Центральный,Тверской,55.7651236,37.6026987,пер Палашёвский М.,
8803,"город Москва, улица Балчуг, дом 5",Центральный,Замоскворечье,55.7473424,37.6260526,ул Балчуг,
8804,"город Москва, Солнцевский проспект, дом 2, строение 2",Западный,Солнцево,55.6529344,37.3955835,Солнцевский пр-кт,
8805,"город Москва, Большая Новодмитровская улица, дом 36, строение 12",Северо-восточный,Бутырский,55.8043366,37.5860557,ул Новодмитровская Б.,
8806,"город Москва, проезд Якушкина, дом 7",Северо-восточный,Отрадное,55.8609567,37.6111668,проезд Якушкина,
8807,"город Москва, проспект Мира, дом 224",,Ярославский,,,пр-кт Мира,
8808,"город Москва, Ярославское шоссе, дом 142, корпус 2",Северо-восточный,Ярославский,55.8778938,37.721198,Ярославское шоссе,
8809,"город Москва, Каширский проезд, дом 13",,Нагатино-Садовники,,,Каширский проезд,Нагатино-Садовники
8810,"город Москва, Верхняя Сыромятническая улица, дом 7, строение 1",Центральный,Басманный,55.7546681,37.6613312,ул Сыромятническая Верхн.,
8811,"город Москва, Сеченовский переулок, дом 7А",Центральный,Хамовники,55.7407455,37.5946496,Сеченовский пер,
8812,"город Москва, Юрьевский переулок, дом 16А",Юго-восточный,Лефортово,55.7651009,37.7173327,Юрьевский пер,
8813,"город Москва, Каширский проезд, дом 27, строение 2",Южный,Москворечье-Сабурово,55.6506982,37.6242258,Каширский проезд,
8814,"город Москва, Каширское шоссе, дом 57, корпус 4",Южный,Москворечье-Сабурово,55.6381114,37.6962975,Каширское шоссе,
8815,"город Москва, улица Генерала Белова, дом 1/8",Южный,Орехово-Борисово Северное,55.6246935,37.7158586,ул Генерала Белова,
8816,"город Москва, Пролетарский проспект, дом 19, корпус 1",Южный,Москворечье-Сабурово,55.6413018,37.6561965,Пролетарский пр-кт,
8817,"город Москва, Каширское шоссе, дом 57, корпус 6",Южный,Москворечье-Сабурово,55.6388176,37.6969253,Каширское шоссе,
8818,"город Москва, Промышленная улица, дом 11А, строение 20",Южный,Царицыно,55.6330298,37.6287642,ул Промышленная,
8819,"город Москва, 5-я Кожуховская улица, дом 19, строение 3",Юго-восточный,Южнопортовый,55.7054494,37.6748616,ул Кожуховская 5-я,
8820,"город Москва, улица Симоновский Вал, дом 13, строение 3",Юго-восточный,Южнопортовый,55.7233157,37.6643739,ул Симоновский Вал,
8821,"город Москва, улица Речников, дом 19",,Нагатинский Затон,,,ул Речников,Нагатинский Затон
8822,"город Москва, Ярославское шоссе, дом 116, корпус 2",Северо-восточный,Ярославский,55.8669723,37.709537,Ярославское шоссе,
8823,"город Москва, Сельскохозяйственная улица, дом 24",,Ростокино,,,ул Сельскохозяйственная,Ростокино
8824,"город Москва, Ярославское шоссе, дом 44",,Ярославский,,,Ярославское шоссе,Ярославский
8825,"город Москва, Коломенская улица, дом 17",,Нагатинский Затон,,,ул Коломенская,Нагатинский Затон
8826,"Шарикоподшипниковская улица, дом 5, строение 1",Юго-восточный,Южнопортовый,55.7225852,37.6685469,ул Шарикоподшипниковская,
8827,"город Москва, проспект Мира, дом 122, корпус 1",Северо-восточный,Алексеевский,55.8124608,37.6400252,пр-кт Мира,
8828,"город Москва, Ярцевская улица, дом 22А, корпус 2",Западный,Кунцево,55.7380017,37.4149402,ул Ярцевская,
8829,"город Москва, Малый Афанасьевский переулок, дом 7",,Арбат,,,пер Афанасьевский М.,Арбат
8830,"город Москва, улица Ивана Франко, дом 12",,Москва,,,ул Ивана Франко,Москва
8831,"город Москва, переулок Сивцев Вражек, дом 42, строение 5",Центральный,Арбат,55.746938,37.5870077,пер Сивцев Вражек,
8832,"город Москва, улица Новый Арбат, дом 5",,Арбат,,,ул Новый Арбат,Арбат
8833,"город Москва, Новочеркасский бульвар, дом 5, строение 2",Юго-восточный,Марьино,55.6473661,37.7205326,Новочеркасский б-р,
8834,"город Москва, улица Верхние Поля, дом 11, корпус 1, строение 3",Юго-восточный,Люблино,55.6659191,37.7477848,ул Верхние Поля,
8835,"город Москва, Добровольческая улица, дом 12",Центральный,Таганский,55.7453983,37.6677853,ул Добровольческая,
8836,"город Москва, Нижегородская улица, дом 47",Юго-восточный,Нижегородский,55.7328851,37.7153241,ул Нижегородская,
8837,"город Москва, Товарищеский переулок, дом 1, строение 3",Центральный,Таганский,55.7415013,37.6577026,Товарищеский пер,
8838,"город Москва, улица Земляной Вал, дом 50А, строение 3",Центральный,Таганский,55.7512425,37.6552079,ул Земляной Вал,
8839,"город Москва, Варшавское шоссе, дом 145, корпус 8",Южный,Чертаново Южное,55.578574,37.60257,Варшавское шоссе,
8840,"город Москва, Староникольская улица, дом 14А",Юго-западный,Южное Бутово,55.5099132,37.5446695,ул Староникольская,
8841,"город Москва, Сущёвская улица, дом 21, строение 4",Центральный,Тверской,55.7826822,37.6006499,ул Сущёвская,
8842,"город Москва, Каширское шоссе, дом 3, корпус 2, строение 9",Южный,Нагатино-Садовники,55.6720031,37.6315387,Каширское шоссе,
8843,"город Москва, Алтуфьевское шоссе, дом 95",,Лианозово,,,Алтуфьевское шоссе,Лианозово
8844,"город Москва, Пятницкая улица, дом 42",,улица Димитрова,,,ул Пятницкая,улица Димитрова
8845,"город Москва, Смирновская улица, дом 25, строение 4",Юго-восточный,Нижегородский,55.7356377,37.7131259,ул Смирновская,
8846,"город Москва, город Зеленоград, корпус 1628",Зеленоградский,Крюково,55.9715747,37.1532261,,
8847,"город Москва, Малая Почтовая улица, дом 2/2, строение 1",Центральный,Басманный,55.770202,37.6861139,ул Почтовая М.,
8848,"город Москва, Краснопрудная улица, дом 3/5, строение 1",Центральный,Красносельский,55.7784386,37.6588945,ул Краснопрудная,
8849,"город Москва, Сигнальный проезд, дом 9А, строение 1",Северо-восточный,Отрадное,55.8499158,37.5913399,Сигнальный проезд,
8850,"город Москва, улица Малая Дмитровка, дом 11",Центральный,Тверской,55.7689123,37.6053825,ул Дмитровка М.,
8851,"город Москва, Тагильская улица, дом 6, строение 1",Восточный,Метрогородок,55.8157571,37.7563496,ул Тагильская,
8852,"город Москва, 1-й Волоколамский проезд, дом 10, строение 16",Северо-западный,Щукино,55.8036705,37.4903062,проезд Волоколамский 1-й,
8853,"город Москва, Пятницкое шоссе, дом 29, корпус 1",Северо-западный,Митино,55.8503487,37.364323,Пятницкое шоссе,
8854,"город Москва, 1-й Силикатный проезд, дом 13",,Пресненский,,,пр-д Силикатный 1-й,Пресненский
8855,"город Москва, улица Амундсена, дом 2, строение 12",Северо-восточный,Свиблово,55.8495569,37.6594592,ул Амундсена,
8856,"город Москва, улица Бажова, дом 17, строение 1",Северо-восточный,Ростокино,55.839047,37.6660435,ул Бажова,
8857,"город Москва, Полковая улица, дом 3, строение 5",Северо-восточный,Марьина роща,55.7992111,37.6048377,ул Полковая,
8858,"город Москва, улица Пришвина, дом 12, корпус 2",Северо-восточный,Бибирево,55.8876911,37.5972635,ул Пришвина,
8859,"город Москва, улица Декабристов, владение 51, строение 5",Северо-восточный,Отрадное,55.8614327,37.6249662,ул Декабристов,
8860,"город Москва, Сигнальный проезд, домовладение 7Б, строение 3",Северо-восточный,Отрадное,55.8499158,37.5892484,Сигнальный проезд,
8861,"город Москва, Большая Новодмитровская улица, дом 23, строение 3",Северо-восточный,Бутырский,55.8020008,37.5842458,ул Новодмитровская Б.,
8862,"город Москва, проезд Шокальского, дом 50",,Северное Медведково,,,проезд Шокальского,Северное Медведково
8863,"город Москва, улица Декабристов, владение 51, строение 15",Северо-восточный,Отрадное,55.8625382,37.6270224,ул Декабристов,
8864,"город Москва, Алтуфьевское шоссе, дом 37, строение 22",Северо-восточный,Алтуфьевский,55.8661613,37.5812321,Алтуфьевское шоссе,
8865,"город Москва, Берёзовая аллея, дом 10, корпус 1",Северо-восточный,Отрадное,55.8536582,37.6068513,Берёзовая аллея,
8866,"город Москва, улица Касаткина, дом 13, строение 9",Северо-восточный,Алексеевский,55.8262434,37.6653754,ул Касаткина,
8867,"город Москва, улица Седова, дом 13А",,Свиблово,,,ул Седова,Свиблово
8868,"город Москва, Анадырский проезд, дом 17",,Бабушкинский,,,Анадырский проезд,Бабушкинский
8869,"город Москва, Студёный проезд, владение 7А",Северо-восточный,Северное Медведково,55.8936694,37.6627386,Студёный проезд,
8870,"город Москва, Сельскохозяйственная улица, дом 16А, строение 4",Северо-восточный,Ростокино,55.8377803,37.6459281,ул Сельскохозяйственная,
8871,"город Москва, Сухонская улица, дом 9А",Северо-восточный,Северное Медведково,55.877259,37.6516206,ул Сухонская,
8872,"город Москва, Енисейская улица, домовладение 36, строение 1",Северо-восточный,Бабушкинский,55.875842,37.6694061,ул Енисейская,
8873,"город Москва, Енисейская улица, домовладение 36, строение 7",Северо-восточный,Бабушкинский,55.8761991,37.6695307,ул Енисейская,
8874,"город Москва, Студёный проезд, дом 7Г",Северо-восточный,Северное Медведково,55.8934144,37.6631298,Студёный проезд,
8875,"город Москва, Алтуфьевское шоссе, дом 35, корпус 1",Северо-восточный,Отрадное,55.8640936,37.5773815,Алтуфьевское шоссе,
8876,"город Москва, Амурская улица, дом 1, строение 11",Восточный,Гольяново,55.8061586,37.7492722,ул Амурская,
8877,"город Москва, Лосиноостровская улица, дом 30А, строение 2",Восточный,Метрогородок,55.8261813,37.7128454,ул Лосиноостровская,
8878,"город Москва, Колодезный переулок, дом 3, строение 17",Восточный,Сокольники,55.7965034,37.6993969,Колодезный пер,
8879,"город Москва, Пермская улица, дом 5, строение 1",Восточный,Метрогородок,55.8212721,37.7337537,ул Пермская,
8880,"город Москва, Краснобогатырская улица, дом 2, строение 84",Восточный,Богородское,55.8141681,37.6944597,ул Краснобогатырская,
8881,"город Москва, Открытое шоссе, дом 9, строение 9",Восточный,Богородское,55.8157126,37.7352227,Открытое шоссе,
8882,"город Москва, 16-я Парковая улица, дом 39, строение 1",Восточный,Северное Измайлово,55.8065721,37.8285889,ул Парковая 16-я,
8883,"город Москва, 1-я улица Бухвостова, дом 12/11, корпус 21",Восточный,Преображенское,55.7967039,37.712385,ул Бухвостова 1-я,
8884,"город Москва, Саянская улица, дом 22А",Восточный,Ивановское,55.7673048,37.8387947,ул Саянская,
8885,"город Москва, Измайловский проспект, дом 61, строение 2",Восточный,Измайлово,55.7886445,37.7837807,Измайловский пр-кт,
8886,"город Москва, Щёлковское шоссе, дом 27А",Восточный,Гольяново,55.8102401,37.7788648,Щёлковское шоссе,
8887,"город Москва, улица Михайлова, дом 8, корпус 1",Юго-восточный,Рязанский,55.728461,37.7635018,ул Михайлова,
8888,"город Москва, Донецкая улица, дом 20А",Юго-восточный,Марьино,55.6485109,37.7127396,ул Донецкая,
8889,"город Москва, Никитинская улица, дом 10А",Восточный,Измайлово,55.8003331,37.7757029,ул Никитинская,
8890,"город Москва, Южнопортовая улица, дом 5, строение 16",Юго-восточный,Печатники,55.706853,37.6890009,ул Южнопортовая,
8891,"город Москва, Угрешская улица, дом 2, строение 1",Юго-восточный,Печатники,55.7112789,37.6834755,ул Угрешская,
8892,"город Москва, 3-й Угрешский проезд, дом 8, строение 2",Юго-восточный,Печатники,55.7122747,37.6997981,проезд Угрешский 3-й,
8893,"город Москва, Привольная улица, дом 2, строение 3",Юго-восточный,Выхино-Жулебино,55.7038683,37.8413748,ул Привольная,
8894,"город Москва, Иловайская улица, дом 3, строение 5",Юго-восточный,Марьино,55.6569183,37.7251517,ул Иловайская,
8895,"город Москва, Волгоградский проспект, дом 32, корпус 5",Юго-восточный,Южнопортовый,55.722332,37.6927648,Волгоградский пр-кт,
8896,"город Москва, Угрешская улица, дом 31, корпус 2",Юго-восточный,Печатники,55.7163054,37.6973174,ул Угрешская,
8897,"город Москва, Новохохловская улица, дом 12, строение 2",Юго-восточный,Нижегородский,55.7313588,37.7101185,ул Новохохловская,
8898,"город Москва, Шарикоподшипниковская улица, дом 4, корпус 1",Юго-восточный,Южнопортовый,55.721121,37.6678616,ул Шарикоподшипниковская,
8899,"город Москва, Шарикоподшипниковская улица, дом 11, строение 7",Юго-восточный,Южнопортовый,55.7194479,37.6762512,ул Шарикоподшипниковская,
8900,"город Москва, Новочеркасский бульвар, дом 57, корпус 1",Юго-восточный,Марьино,55.6477805,37.7418256,Новочеркасский б-р,
